article_1	1_01_0.0.00.040	[sound:article_1_0.0.00.040-0.0.05.880.mp3]	생존자들은 낚시배가 양식장 밧줄에 걸린 것 같은 느낌을 받았다고 말했습니다.
article_1	1_02_0.0.05.840	[sound:article_1_0.0.05.840-0.0.10.920.mp3]	사고는 구조신호를 보낼 겨를이 없을 정도로 순식간에 벌어진 걸로 보입니다.
article_1	1_03_0.0.10.980	[sound:article_1_0.0.10.980-0.0.12.540.mp3]	JIBS 구혜희 기자입니다.
article_1	1_04_0.0.15.660	[sound:article_1_0.0.15.660-0.0.21.340.mp3]	생존자들은 배가 꽝 소리를 내며 옆으로 기울더니 순식간에 뒤집어졌다고 말했습니다.
article_1	1_05_0.0.21.520	[sound:article_1_0.0.21.520-0.0.25.180.mp3]	출항한 지 20분 정도 지난 때로 기억하고 있습니다.
article_1	1_06_0.0.25.480	[sound:article_1_0.0.25.480-0.0.30.920.mp3]	돌고래 호에서 신고하지 못할 만큼 사고 당시 상황은 매우 긴박했던 것으로 보입니다.
article_1	1_07_0.0.31.380	[sound:article_1_0.0.31.380-0.0.39.980.mp3]	돌고래 호에는 무전과 비상 주파수, 긴급 조난버튼 등 신고 장비가 갖춰져 있었지만 하나도 사용되지 않았습니다.
article_1	1_08_0.0.40.180	[sound:article_1_0.0.40.180-0.0.43.140.mp3]	게다가 승선자들의 휴대전화 신고도 없었습니다.
article_1	1_09_0.0.43.700	[sound:article_1_0.0.43.700-0.0.50.120.mp3]	사고 원인과 관련해서는 밧줄 같은 물체에 걸려 엔진이 꺼진 것 같은 느낌을 받았다고 말했습니다.
article_1	1_10_0.0.50.580	[sound:article_1_0.0.50.580-0.1.00.300.mp3]	자다가 일어나서 엔진이 꺼짐과 동시에 선장님이 밖으로 나가라고 이야기하더라고요.
article_1	1_11_0.1.00.640	[sound:article_1_0.1.00.640-0.1.04.040.mp3]	높은 너울 때문에 사고가 났다는 생존자도 있습니다.
article_1	1_12_0.1.04.400	[sound:article_1_0.1.04.400-0.1.11.140.mp3]	추자도 해역에는 시간당 50밀리미터가 넘는 폭우가 내렸고, 3~4미터의 높은 파도도 일고 있었습니다.
article_1	1_13_0.1.11.540	[sound:article_1_0.1.11.540-0.1.14.560.mp3]	풍랑 특보는 내려져 있지 않은 상태였습니다.
article_1	1_14_0.1.14.740	[sound:article_1_0.1.14.740-0.1.24.920.mp3]	해경은 수사본부를 설치하고 기상 악화와 프로펠러가 물속 밧줄에 걸렸을 가능성 등 여러 측면에서 사고 원인을 조사하고 있습니다.
article_1	1_15_0.1.25.100	[sound:article_1_0.1.25.100-0.1.26.840.mp3]	JIBS 구혜입니다.
